sno,re_1,re_2,re_3,re_4,re_5,re_6,re_7,re_8,ar_re_1,ar_re_2,ar_re_3,ar_re_4,ar_re_5,ar_re_6,ar_re_7,ar_re_8,rea,le_1,le_2,le_3,le_4,le_5,le_6,le_7,le_8,ar_le_1,ar_le_2,ar_le_3,ar_le_4,ar_le_5,ar_le_6,ar_le_7,ar_le_8,lea,x,y
350,0.28125,0.29094,0.29965,0.22527,0.16512,0.22496,0.25336,0.28027,17:16:24,101:52:15,125:147:13,77:292:17,27:323:64,17:251:131,26:94:93,31:20:28,11.678784328060386,0.28125,0.4452,0.3307,0.24766,0.41188,0.36023,0.34859,0.28125,0:22:0,14:71:21,42:179:102,19:334:64,28:350:54,85:273:61,155:110:65,28:22:28,8.81522102322318,1,8
351,0.28125,0.30258,0.27637,0.22938,0.1823,0.23562,0.25637,0.28125,17:16:23,100:52:15,133:147:13,72:302:17,18:327:64,17:251:131,26:94:84,25:16:21,11.742578465039564,0.31805,0.45723,0.33516,0.23863,0.41688,0.35293,0.34434,0.28125,0:26:0,16:79:19,56:179:88,28:343:46,28:367:36,85:290:44,155:116:47,20:17:21,8.861864406397533,1,8
352,0.28125,0.3073,0.29109,0.24465,0.18156,0.21199,0.26789,0.27539,15:14:20,86:51:16,127:149:13,72:305:17,18:329:64,17:253:131,31:99:85,28:16:20,12.461755920553806,0.28125,0.41887,0.3148,0.23031,0.40754,0.31492,0.30555,0.28125,0:25:0,9:79:13,42:185:90,19:353:58,28:367:36,86:281:41,161:116:51,27:22:26,7.832795566234699,1,8
353,0.28125,0.31164,0.30832,0.2402,0.18234,0.21371,0.26566,0.27988,17:16:24,90:54:14,147:160:11,90:313:18,27:335:51,18:260:131,47:107:83,30:23:23,12.159595728526503,0.29094,0.41492,0.30047,0.24113,0.40379,0.33418,0.32027,0.2875,0:25:0,22:79:27,51:177:93,30:362:55,27:373:36,96:288:42,164:128:50,25:25:24,8.172764877554496,1,8
354,0.28125,0.30328,0.31316,0.24641,0.17203,0.22148,0.2657,0.28008,17:16:24,92:56:16,136:135:12,89:301:18,27:314:59,17:251:136,31:101:91,28:20:25,11.856747277395247,0.29418,0.40395,0.31039,0.24035,0.40211,0.31449,0.29328,0.28125,0:26:0,14:74:27,42:173:109,19:324:73,19:343:55,66:264:76,143:110:79,25:22:29,8.426969021480678,1,8
355,0.28332,0.33156,0.2959,0.24125,0.18242,0.20953,0.26145,0.27637,16:19:22,96:59:9,137:144:11,90:301:18,27:320:53,17:270:134,31:99:85,28:16:20,11.856747277395247,0.29531,0.45891,0.32328,0.23918,0.38562,0.32336,0.29285,0.28125,0:25:0,14:85:27,42:186:93,20:344:63,27:340:54,85:266:61,154:104:60,25:22:22,8.426969021480678,1,8
356,0.28391,0.31004,0.30285,0.24238,0.18125,0.21949,0.27145,0.27906,16:19:22,94:63:9,134:146:11,90:301:18,27:320:51,16:253:131,31:104:82,28:18:17,12.225122675735724,0.31758,0.41238,0.32145,0.24586,0.4073,0.33277,0.34203,0.28125,0:30:0,14:77:21,42:185:91,19:342:55,27:357:36,85:283:44,156:121:51,20:19:24,7.873938131725602,1,8
357,0.28125,0.31047,0.30797,0.24609,0.17914,0.21965,0.26852,0.28125,16:19:22,94:63:9,136:146:11,89:301:18,27:320:51,16:253:126,37:98:94,27:16:21,11.856747277395247,0.31484,0.42613,0.29895,0.24504,0.41977,0.31805,0.30645,0.28125,0:30:0,14:88:19,38:177:92,20:352:55,27:341:37,85:264:57,155:110:65,27:22:28,8.426969021480678,1,8
358,0.27637,0.31973,0.29449,0.23504,0.18297,0.2257,0.27195,0.28125,14:16:22,87:48:8,139:150:12,93:272:17,25:301:53,17:249:126,31:95:87,25:16:22,11.856747277395247,0.30168,0.40691,0.32078,0.24004,0.40734,0.31609,0.30395,0.28125,0:26:0,9:66:19,42:179:88,20:344:46,27:340:36,85:266:44,154:104:47,25:22:21,8.426969021480678,1,8
359,0.28125,0.2884,0.28734,0.22941,0.19352,0.23844,0.27543,0.28125,15:16:23,85:53:16,137:141:12,90:313:18,27:327:59,17:260:144,28:107:83,28:23:23,11.856747277395247,0.32121,0.41898,0.30957,0.24672,0.41176,0.32359,0.31855,0.28125,0:26:0,17:69:21,55:179:103,28:343:63,28:367:54,94:281:61,158:110:60,20:17:22,8.130102354156005,1,8
360,0.27883,0.30207,0.30203,0.23766,0.16906,0.23285,0.25652,0.27465,15:16:27,90:48:15,125:149:13,74:311:17,17:306:60,17:251:135,31:104:90,28:16:20,11.793429684910492,0.31574,0.41836,0.3209,0.2416,0.41691,0.34074,0.34051,0.28125,0:30:0,9:83:19,42:186:92,19:342:55,28:367:36,85:281:41,163:116:51,28:22:26,8.426969021480678,1,8
361,0.28125,0.30168,0.27965,0.23773,0.18527,0.23402,0.27457,0.28125,17:16:23,84:48:15,139:150:13,90:283:25,25:292:70,17:246:142,28:97:83,25:20:23,11.61567012446617,0.29438,0.44438,0.31773,0.2373,0.41449,0.32637,0.32156,0.28125,0:25:0,9:76:12,42:179:100,20:354:66,27:340:54,85:264:59,154:110:65,25:22:28,8.769062253147597,1,8
362,0.28125,0.30879,0.28207,0.22113,0.18641,0.24156,0.26578,0.28047,16:16:23,95:58:16,134:139:12,72:310:18,18:315:59,16:242:136,28:101:91,25:20:28,11.678784328060386,0.32211,0.4357,0.31777,0.23832,0.40906,0.34363,0.32797,0.28125,0:26:0,9:74:13,42:185:89,20:363:55,18:376:36,77:298:44,155:116:62,28:22:28,8.56088957116463,1,8
363,0.28125,0.29246,0.27777,0.22293,0.18027,0.2216,0.28566,0.28125,17:16:24,100:52:15,135:132:12,88:296:18,27:311:59,16:242:136,28:101:91,25:20:28,11.742578465039564,0.31941,0.43859,0.31617,0.2377,0.41594,0.3468,0.33652,0.28125,0:26:0,20:79:21,42:193:103,19:353:67,27:330:51,85:273:61,147:110:60,19:18:25,8.861864406397533,1,8
364,0.28125,0.30832,0.28844,0.22578,0.1873,0.22578,0.265,0.27812,16:16:18,87:57:9,139:152:11,90:308:17,25:315:43,17:260:131,31:101:91,28:20:25,11.985414119079715,0.32062,0.43723,0.33078,0.25152,0.4207,0.33379,0.30066,0.28125,0:26:0,9:69:13,42:179:100,20:363:59,27:341:37,85:264:57,155:110:65,28:22:28,8.51578240435008,1,8
365,0.28125,0.2907,0.28656,0.22742,0.1693,0.23055,0.2575,0.28125,15:16:23,86:57:16,127:151:12,77:306:17,27:337:64,17:260:139,29:99:91,34:22:23,11.985414119079715,0.30703,0.43109,0.32004,0.24145,0.41145,0.3166,0.32027,0.28125,0:30:0,9:88:12,42:191:100,19:351:64,27:357:54,90:299:61,163:116:65,28:22:28,8.51578240435008,1,8
366,0.28125,0.2998,0.27578,0.23109,0.17363,0.22902,0.26312,0.27969,16:14:20,91:51:16,125:141:12,72:313:18,18:323:51,17:260:131,31:101:91,28:20:25,11.678784328060386,0.28125,0.45277,0.32566,0.24809,0.40961,0.35012,0.32539,0.28125,0:22:0,10:76:13,51:192:75,19:359:37,28:384:18,96:298:27,163:116:48,27:22:26,8.861864406397533,1,8
367,0.28125,0.31371,0.29363,0.22082,0.17633,0.2268,0.25168,0.28125,15:16:23,95:58:16,133:139:12,77:300:18,27:311:59,16:242:136,28:101:91,28:20:25,11.371474641022008,0.3159,0.45562,0.32629,0.25234,0.41762,0.35059,0.36227,0.28125,0:30:0,9:77:13,42:185:90,20:363:58,27:357:36,85:281:42,163:116:50,22:20:30,8.81522102322318,1,8
368,0.28289,0.31129,0.28953,0.24238,0.18121,0.21699,0.26633,0.28047,17:19:27,100:58:15,135:141:12,89:310:18,27:324:59,17:240:136,47:101:91,27:20:28,11.678784328060386,0.31961,0.43824,0.32668,0.24641,0.4141,0.34438,0.31902,0.28125,0:28:0,10:79:12,56:185:90,30:373:55,27:385:36,96:289:53,166:110:65,28:22:28,8.51578240435008,1,8
369,0.28125,0.29113,0.28316,0.24164,0.17891,0.21355,0.27016,0.28125,16:14:20,91:51:16,134:146:12,80:300:18,25:308:51,17:260:131,28:107:83,28:23:23,11.742578465039564,0.32,0.44875,0.31871,0.24715,0.41785,0.34801,0.3377,0.28125,0:26:0,9:74:14,44:200:90,19:362:58,18:365:36,77:288:42,157:128:60,20:17:22,8.861864406397533,1,8
370,0.28125,0.29855,0.28355,0.24418,0.18316,0.22789,0.25676,0.28125,15:14:20,86:51:16,128:135:12,90:301:18,27:326:64,17:253:131,31:99:92,28:16:19,11.920738539922306,0.30801,0.45164,0.33504,0.2427,0.41371,0.32293,0.34059,0.28125,0:26:0,9:79:19,42:186:92,20:352:55,27:357:36,86:283:44,159:113:51,20:17:21,8.47114463301479,1,8
371,0.28125,0.29441,0.28414,0.22832,0.18562,0.23242,0.25297,0.27734,16:19:22,96:59:9,137:144:11,90:301:18,27:320:51,17:260:131,31:107:83,28:23:23,11.856747277395247,0.31523,0.45816,0.31953,0.24008,0.41891,0.34086,0.31004,0.28125,0:30:0,14:83:27,42:186:93,20:352:55,27:357:36,85:275:53,154:104:60,25:22:22,8.426969021480678,1,8
372,0.28125,0.29441,0.29074,0.23402,0.17945,0.23254,0.25699,0.28125,16:14:20,91:51:16,134:146:12,80:300:18,27:323:64,16:244:131,31:99:85,25:16:22,11.856747277395247,0.31965,0.47422,0.33723,0.2409,0.4073,0.33832,0.33,0.28125,0:30:0,14:88:19,42:185:92,19:342:55,27:341:37,85:266:61,157:110:60,20:17:22,8.769062253147597,1,8
373,0.28168,0.30715,0.27781,0.2448,0.17512,0.21578,0.25355,0.27852,16:19:22,95:59:9,146:144:11,95:287:18,43:303:51,18:247:131,31:101:91,28:20:25,11.920738539922306,0.28125,0.43719,0.32441,0.23613,0.41035,0.33418,0.30109,0.28125,0:21:0,20:71:30,42:173:108,19:327:85,18:332:72,66:257:74,145:110:79,20:17:22,8.769062253147597,1,8
374,0.28125,0.30457,0.29496,0.24016,0.16504,0.22262,0.26137,0.27957,16:16:24,94:58:13,134:152:11,72:313:18,18:323:51,17:260:131,31:107:83,28:23:23,11.61567012446617,0.33465,0.46691,0.32902,0.23156,0.41035,0.34711,0.34539,0.2827,0:30:0,14:77:21,42:191:87,20:372:48,27:357:36,85:283:44,156:121:47,20:19:24,8.769062253147597,1,8
375,0.28125,0.31539,0.29773,0.24164,0.17086,0.21898,0.2659,0.28125,15:16:18,86:57:9,127:152:11,83:324:17,25:315:43,17:260:132,31:107:90,28:23:23,11.920738539922306,0.32109,0.465,0.32852,0.24203,0.42477,0.34152,0.3573,0.2827,0:30:0,9:77:13,42:185:90,20:363:58,27:357:36,85:283:44,156:121:47,20:19:24,8.51578240435008,1,8
376,0.28535,0.30445,0.2898,0.2348,0.17547,0.22055,0.26668,0.28039,16:19:27,86:54:15,136:157:12,75:327:18,18:330:59,16:250:146,31:108:91,28:18:21,11.61567012446617,0.34168,0.4625,0.33402,0.25383,0.40734,0.34914,0.31805,0.28125,0:30:0,9:77:13,42:191:100,20:381:55,27:396:38,85:290:51,162:126:65,20:17:22,8.769062253147597,1,8
377,0.28125,0.31297,0.28938,0.24281,0.19133,0.22414,0.27246,0.28066,16:14:20,91:51:16,134:146:12,75:310:18,18:321:51,16:250:131,31:101:91,28:20:25,11.742578465039564,0.30949,0.43133,0.33875,0.25348,0.42266,0.32891,0.32074,0.28125,0:26:0,9:83:12,42:191:86,20:381:37,27:369:19,96:281:44,166:110:51,27:22:26,8.861864406397533,1,8
378,0.28371,0.31062,0.2925,0.23312,0.18062,0.22211,0.26559,0.28125,16:19:27,94:63:17,135:143:12,90:302:17,27:337:64,16:258:131,31:109:85,28:18:22,11.61567012446617,0.30676,0.42352,0.33141,0.24871,0.4193,0.33195,0.31043,0.2825,0:30:0,16:88:19,51:192:92,19:359:55,27:373:36,98:290:44,167:121:47,20:19:24,8.769062253147597,1,8
379,0.28125,0.30836,0.2952,0.23516,0.18629,0.2,0.24336,0.27734,16:14:20,87:51:16,139:141:12,90:296:18,25:308:51,17:260:131,28:107:83,28:23:23,11.80706342159852,0.31301,0.4391,0.32844,0.23965,0.41832,0.32426,0.32617,0.28125,0:30:0,14:88:19,42:185:92,19:342:55,28:367:36,82:276:44,162:113:47,19:18:24,8.909000011941657,1,8
380,0.28391,0.28266,0.28035,0.22992,0.18301,0.23391,0.26617,0.28125,16:19:27,95:55:15,146:139:12,90:310:18,27:324:59,16:250:146,31:107:90,28:23:23,11.920738539922306,0.31398,0.45426,0.31922,0.24949,0.39629,0.32898,0.305,0.28125,0:26:0,14:82:17,42:185:108,19:342:73,27:357:54,85:283:61,156:121:60,20:19:25,8.47114463301479,1,8
381,0.28289,0.30258,0.29027,0.24,0.18812,0.23613,0.26906,0.28125,16:19:27,96:63:17,129:143:12,89:302:17,27:337:64,17:266:131,28:112:89,28:23:23,11.678784328060386,0.31902,0.46117,0.31297,0.24762,0.41922,0.3527,0.36895,0.28125,0:30:0,14:77:21,42:185:107,20:363:72,27:368:54,85:290:61,154:121:66,25:25:27,8.81522102322318,1,8
382,0.28125,0.30293,0.28746,0.22832,0.18656,0.22508,0.27422,0.28125,20:18:20,95:58:16,145:139:12,90:310:18,27:331:51,16:265:131,37:106:91,27:20:28,11.985414119079715,0.31512,0.42797,0.3259,0.23957,0.41234,0.34301,0.34594,0.28125,0:30:0,10:77:12,55:185:90,30:373:55,27:385:36,96:298:44,166:121:51,27:25:30,8.215874415103121,1,8
383,0.28125,0.3041,0.29414,0.22418,0.1807,0.22508,0.25867,0.27812,20:21:23,96:59:17,138:141:12,89:302:17,27:324:59,16:256:136,37:106:91,27:20:28,11.433681265426657,0.32723,0.42352,0.32297,0.24672,0.41926,0.33434,0.34711,0.28125,0:26:0,15:73:21,42:191:102,20:372:64,27:368:54,85:290:61,155:116:60,20:17:22,8.861864406397533,1,8
384,0.28125,0.29297,0.29734,0.2275,0.17664,0.20949,0.26383,0.28125,17:16:24,101:56:17,127:135:12,89:290:17,27:317:53,17:257:132,29:103:91,28:18:21,11.742578465039564,0.31641,0.44055,0.32441,0.24652,0.41891,0.3352,0.35133,0.28125,0:30:0,9:77:13,42:185:90,20:363:54,27:368:36,85:290:44,163:116:51,23:20:30,8.861864406397533,1,8
385,0.28125,0.28762,0.28898,0.21891,0.1784,0.22633,0.26902,0.28125,21:17:18,100:51:9,146:147:11,93:296:18,32:299:51,18:247:126,29:99:81,28:18:21,11.742578465039564,0.28547,0.43445,0.32938,0.23137,0.40578,0.3298,0.3209,0.28125,0:25:0,14:79:17,42:185:93,19:342:55,27:341:37,85:266:61,157:110:60,20:17:22,8.56088957116463,1,8
386,0.28125,0.27832,0.28836,0.24543,0.18816,0.21695,0.26297,0.28125,17:16:24,84:48:15,147:154:13,93:302:17,27:343:53,16:269:131,41:103:91,37:19:25,11.856747277395247,0.31512,0.42699,0.30309,0.23457,0.42496,0.34223,0.35348,0.28125,0:30:0,17:77:21,55:185:92,30:373:54,27:385:36,96:298:44,164:121:51,25:25:30,8.426969021480678,1,8
387,0.28125,0.30094,0.28813,0.23414,0.18137,0.20801,0.27574,0.28125,15:16:23,86:57:16,139:151:12,93:310:18,25:315:60,17:266:135,41:109:90,27:16:22,11.742578465039564,0.29375,0.45195,0.32105,0.24453,0.43293,0.33984,0.32566,0.28125,0:25:0,16:79:21,56:185:91,30:364:63,27:368:54,96:281:61,155:110:65,20:17:22,8.861864406397533,1,8
388,0.28125,0.28199,0.28352,0.23582,0.17504,0.2132,0.25766,0.28125,15:16:23,85:53:16,137:141:12,90:313:18,27:327:60,17:260:144,31:107:90,28:23:23,11.61567012446617,0.295,0.42836,0.31883,0.23719,0.44055,0.33395,0.30902,0.28125,0:25:0,14:79:21,42:185:106,19:342:73,18:365:54,77:290:61,156:116:71,20:17:23,8.81522102322318,1,8
389,0.28125,0.29867,0.27926,0.22359,0.17355,0.22578,0.26793,0.28125,13:14:15,87:56:9,137:144:11,90:301:18,27:330:53,17:263:126,41:98:81,27:16:21,11.61567012446617,0.30285,0.4375,0.34113,0.24738,0.41832,0.31992,0.30762,0.28125,0:30:0,9:78:17,56:179:87,30:354:45,27:357:36,96:274:44,166:110:47,20:17:21,8.769062253147597,1,8
390,0.28125,0.28969,0.27895,0.22266,0.17586,0.22848,0.26199,0.28125,16:16:24,94:56:17,135:135:12,90:290:17,25:302:60,17:251:135,31:101:91,25:20:28,11.61567012446617,0.29469,0.4198,0.31266,0.24625,0.42914,0.32023,0.29328,0.28125,0:25:0,14:79:19,42:185:92,19:342:55,27:357:36,85:283:44,163:109:47,22:20:24,8.47114463301479,1,8
391,0.28453,0.29789,0.28648,0.2284,0.18535,0.2459,0.26785,0.28125,16:19:22,94:58:8,135:152:12,90:290:17,27:327:53,17:260:126,29:94:93,34:19:25,11.678784328060386,0.28406,0.42125,0.32809,0.25414,0.4348,0.33621,0.34078,0.28125,0:25:0,20:79:30,42:185:91,19:342:55,28:367:36,85:290:44,147:121:51,20:19:24,8.81522102322318,1,8
392,0.28125,0.29746,0.28641,0.24441,0.18309,0.23125,0.27898,0.28125,19:18:20,85:53:16,146:146:12,90:310:18,25:315:59,17:266:136,31:112:87,28:23:23,12.050784883409548,0.32062,0.4393,0.33629,0.2491,0.41777,0.33488,0.32008,0.28125,0:26:0,15:83:19,42:191:103,20:372:63,27:368:54,96:281:61,158:110:60,20:17:22,8.56088957116463,1,8
393,0.28082,0.30562,0.28758,0.22672,0.16531,0.22531,0.28227,0.28125,16:19:27,96:59:17,126:141:12,72:302:17,18:327:64,17:251:131,26:94:85,25:16:22,11.985414119079715,0.32332,0.44668,0.33453,0.24738,0.42961,0.34691,0.34707,0.28141,0:26:0,9:74:13,42:185:89,20:363:55,27:368:36,85:290:44,157:121:51,25:25:26,8.215874415103121,1,8
394,0.28125,0.30281,0.28895,0.25082,0.18355,0.22703,0.25906,0.27539,17:16:24,100:54:13,133:149:11,72:324:17,18:330:43,16:256:122,41:109:90,30:16:20,11.678784328060386,0.3182,0.44012,0.32266,0.24801,0.42305,0.3343,0.32742,0.28125,0:26:0,9:86:12,42:197:76,19:359:37,28:384:18,96:298:27,173:116:38,27:22:23,8.51578240435008,1,8
395,0.28125,0.28844,0.29266,0.22973,0.17371,0.24004,0.29242,0.28125,15:16:23,94:61:16,135:141:12,90:310:18,27:324:59,16:256:136,37:106:91,27:20:28,11.678784328060386,0.31789,0.43977,0.33219,0.24883,0.43051,0.34008,0.36641,0.28125,0:26:0,15:83:19,42:191:103,19:359:55,28:384:36,91:282:44,166:121:51,20:19:24,8.81522102322318,1,8
396,0.28414,0.30086,0.28809,0.24148,0.18805,0.22809,0.27723,0.28125,16:19:27,86:54:15,136:157:12,72:327:18,17:329:53,17:277:131,41:109:90,30:16:20,11.920738539922306,0.29531,0.41355,0.30281,0.2518,0.44418,0.34012,0.33984,0.28125,0:25:0,14:79:19,42:191:103,19:351:64,18:365:54,77:290:61,162:113:60,20:17:22,8.172764877554496,1,8
397,0.28535,0.32188,0.28742,0.23504,0.17957,0.23297,0.26902,0.28125,16:19:27,96:63:17,128:143:12,90:302:17,27:343:53,17:277:126,37:106:93,30:20:25,11.433681265426657,0.35832,0.44695,0.33145,0.24137,0.43531,0.34895,0.35707,0.28125,0:30:0,14:77:21,42:191:103,20:381:54,18:405:38,77:298:51,162:126:65,20:17:22,8.861864406397533,1,8
398,0.28125,0.32051,0.3007,0.23922,0.17199,0.21309,0.26574,0.28105,16:16:23,91:57:16,134:157:12,75:327:18,17:321:59,17:266:136,37:106:91,27:20:28,11.678784328060386,0.31434,0.43945,0.33375,0.23922,0.42836,0.32922,0.32137,0.28125,0:30:0,10:82:14,44:213:90,19:380:58,28:384:36,96:298:44,157:121:47,20:19:24,8.81522102322318,1,8
399,0.28125,0.2843,0.29574,0.21461,0.1702,0.22492,0.29074,0.28125,16:14:20,91:51:16,134:146:12,75:310:18,17:312:51,17:260:131,31:107:83,28:23:23,11.678784328060386,0.28125,0.44617,0.32023,0.24031,0.44867,0.35625,0.3375,0.28125,0:22:0,14:76:19,42:185:93,19:342:55,18:365:36,77:290:44,157:116:57,20:17:22,8.51578240435008,1,8
400,0.28371,0.30477,0.29352,0.22891,0.16902,0.21535,0.26074,0.27891,16:19:27,96:59:17,125:141:12,72:302:17,18:315:60,16:242:135,31:101:91,25:20:28,11.678784328060386,0.32273,0.40566,0.31219,0.24512,0.42859,0.32105,0.33113,0.28125,0:26:0,14:79:13,42:193:100,19:362:58,27:357:36,85:281:42,156:134:50,20:19:24,8.51578240435008,1,8
